Movie Name,Released Date,Genre,MPAA Rating,Year Gross,Tickets Sold
Cheng feng po lang,"Feb 10, 2017",Drama,Not Rated,"$469,706","52,364"
Phillauri,"Mar 24, 2017",Black Comedy,Not Rated,"$467,596","52,129"
Song to Song,"Mar 17, 2017",Drama,R,"$443,684","49,463"
Under sandet,"Dec 3, 2015",Thriller/Suspense,R,"$434,640","48,454"
"Love, Kennedy","Jun 2, 2017",Drama,PG,"$407,871","45,470"
The Accountant,"Oct 14, 2016",Thriller/Suspense,R,"$403,349","44,966"
Gong fu yu jia,"Jan 27, 2017",Action,Not Rated,"$362,657","40,429"
This Is Not What I Expected,"May 5, 2017",Comedy,Not Rated,"$337,670","37,644"
Feng Ren Ji Yue Dui,"Oct 6, 2017",Musical,Not Rated,"$312,537","34,842"
God’s Own Country,"Aug 25, 2017",Drama,Not Rated,"$305,219","34,026"
Buddies in India,"Jan 27, 2017",Action,Not Rated,"$292,662","32,626"
I Do…Until I Don’t,"Sep 1, 2017",Comedy,R,"$276,608","30,837"
Storks,"Sep 23, 2016",Adventure,PG,"$264,428","29,479"
"I, Daniel Blake","Jun 23, 2017",Drama,R,"$260,354","29,024"
Dean,"Jun 2, 2017",Comedy,PG-13,"$254,536","28,376"
Gook,"Aug 18, 2017",Drama,Not Rated,"$250,130","27,885"
Band Aid,"Jun 2, 2017",Comedy,R,"$248,370","27,688"
The Swindlers,"Dec 1, 2017",Thriller/Suspense,Not Rated,"$241,916","26,969"
The Ottoman Lieutenant,"Mar 10, 2017",Drama,R,"$240,978","26,864"
American Satan,"Oct 13, 2017",Thriller/Suspense,R,"$226,232","25,220"
Railroad Tigers,"Jan 6, 2017",Action,Not Rated,"$218,044","24,308"
All I See is You,"Oct 27, 2017",Thriller/Suspense,R,"$217,644","24,263"
The Adventurers,"Aug 18, 2017",Thriller/Suspense,Not Rated,"$216,556","24,142"
Truman,"Sep 24, 2015",Comedy,Not Rated,"$210,840","23,505"
Donnie Darko,"Jun 4, 2004",Drama,R,"$209,484","23,353"
The Prison,"Mar 31, 2017",Action,Not Rated,"$207,481","23,130"
Spark: A Space Tail,"Apr 14, 2017",Adventure,PG,"$196,458","21,901"
Qian Ren 3: Yan Zhi Da Zuo …,"Dec 29, 2017",Romantic Comedy,Not Rated,"$180,920","20,169"
The Bad Batch,"Jun 23, 2017",Horror,R,"$180,851","20,161"
Marjorie Prime,"Aug 18, 2017",Multiple Genres,Not Rated,"$180,608","20,134"
Past Life,"Jun 2, 2017",Thriller/Suspense,Not Rated,"$180,099","20,077"
Bacalaureat,"Aug 31, 2016",Drama,R,"$175,975","19,618"
Champion,"May 19, 2017",Drama,PG,"$175,232","19,535"
Valley of Bones,"Sep 1, 2017",Western,R,"$166,552","18,567"
Manifesto,"May 10, 2017",Drama,Not Rated,"$161,101","17,959"
Three Generations,"Oct 24, 2016",Drama,PG-13,"$155,936","17,384"
The Void,"Apr 7, 2017",Horror,Not Rated,"$151,042","16,838"
La Fille Inconnue,"Oct 20, 2016",Drama,Not Rated,"$150,579","16,786"
Toivon Tuolla Puolen,"Oct 20, 2017",Comedy,Not Rated,"$140,581","15,672"
L'avenir,"Jun 17, 2016",Drama,PG-13,"$140,332","15,644"
Thelma,"Nov 10, 2017",Drama,Not Rated,"$132,011","14,716"
Yin Bao Zhe,"Nov 24, 2017",Action,Not Rated,"$118,384","13,197"
"We Love You, Sally Carmichael","Aug 4, 2017",Romantic Comedy,PG,"$113,435","12,646"
Ma Loute,"Jun 23, 2016",Comedy,Not Rated,"$112,481","12,539"
Míng Yuè Jǐ Shí Yǒu,"Jul 7, 2017",Drama,Not Rated,"$111,584","12,439"
Terkel i knibe,"Mar 26, 2010",Adventure,Not Rated,"$110,543","12,323"
Ni Shi Ying Jiu,"Jun 30, 2017",Action,Not Rated,"$108,970","12,148"
La Pazza Gioia,"May 17, 2016",Comedy,Not Rated,"$107,362","11,969"
Córki dancingu,"Feb 1, 2017",Drama,Not Rated,"$101,657","11,332"
Tim Timmerman: Hope of America,"Mar 3, 2017",Comedy,PG-13,"$97,787","10,901"
Poster Boys,"Sep 8, 2017",Comedy,PG-13,"$97,049","10,819"
Special Citizen,"Apr 28, 2017",Drama,Not Rated,"$96,777","10,788"
Keep Watching,"Oct 31, 2017",Thriller/Suspense,R,"$94,178","10,499"
120 battements par minute,"Oct 20, 2017",Drama,Not Rated,"$92,627","10,326"
The King’s Case Note,"Apr 28, 2017",Comedy,Not Rated,"$90,899","10,133"
Because of Grácia,"Sep 15, 2017",Drama,PG-13,"$90,388","10,076"
Daeripgun,"May 25, 2017",Drama,Not Rated,"$84,532","9,424"
Chapter & Verse,"Feb 3, 2017",Drama,R,"$84,147","9,380"
The Nile Hilton Incident,"Aug 11, 2017",Thriller/Suspense,Not Rated,"$80,953","9,024"
Umi ga kikoeru,"Dec 28, 2016",Drama,PG-13,"$78,648","8,767"
Pop Aye,"Jun 28, 2017",Drama,Not Rated,"$77,895","8,683"
Buster’s Mal Heart,"Apr 28, 2017",Thriller/Suspense,Not Rated,"$73,121","8,151"
The Love Witch,"Nov 11, 2016",Comedy,Not Rated,"$68,147","7,597"
Munna Michael,"Jul 21, 2017",Action,Not Rated,"$64,949","7,240"
Učitelka,"Jul 22, 2016",Drama,Not Rated,"$64,437","7,183"
Happy End,"Dec 22, 2017",Drama,R,"$63,109","7,035"
The Tiger Hunter,"Sep 22, 2017",Comedy,Not Rated,"$62,398","6,956"
Almost Christmas,"Nov 11, 2016",Drama,PG-13,"$62,380","6,954"
Tragedy Girls,"Oct 20, 2017",Black Comedy,R,"$61,899","6,900"
Donald Cried,"Mar 3, 2017",Comedy,Not Rated,"$61,406","6,845"
Enas Allos Kosmos,"Jan 13, 2017",Drama,Not Rated,"$60,298","6,722"
Il Boom,"Jun 16, 2017",Comedy,Not Rated,"$57,308","6,388"
Bad Santa 2,"Nov 23, 2016",Comedy,R,"$56,403","6,287"
God of War,"Jun 2, 2017",Action,Not Rated,"$53,496","5,963"
Die göttliche Ordnung,"Oct 27, 2017",Drama,Not Rated,"$52,480","5,850"
Le tout nouveau testament,"Sep 2, 2015",Comedy,Not Rated,"$51,982","5,795"
Mei Hao De Yi Wai,"Jun 2, 2017",Drama,Not Rated,"$51,766","5,771"
O Ornitólogo,"Oct 21, 2016",Drama,Not Rated,"$50,511","5,631"
Person to Person,"Jul 28, 2017",Drama,Not Rated,"$48,499","5,406"
Hirune-hime: Shiranai watas…,"Sep 8, 2017",Drama,Not Rated,"$48,198","5,373"
Window Horses,"Mar 10, 2017",Adventure,Not Rated,"$48,105","5,362"
Tanpopo,"Aug 17, 2018",Comedy,Not Rated,"$46,784","5,215"
Haebing,"Feb 17, 2017",Drama,Not Rated,"$43,144","4,809"
Woodshock,"Sep 22, 2017",Drama,R,"$42,469","4,734"
Some Like It Hot,"Dec 24, 2016",Romantic Comedy,Not Rated,"$42,230","4,707"
Shavua ve Yom,"Apr 28, 2017",Drama,Not Rated,"$41,614","4,639"
"A Woman, A Part","Mar 22, 2017",Drama,Not Rated,"$36,838","4,106"
Growing up Smith,"Feb 3, 2017",Comedy,PG-13,"$35,312","3,936"
Love & Taxes,"Mar 3, 2017",Romantic Comedy,Not Rated,"$33,150","3,695"
Alone in Berlin,"Mar 3, 2017",Drama,R,"$33,125","3,692"
Super Dark Times,"Sep 29, 2017",Thriller/Suspense,Not Rated,"$33,109","3,691"
7 Witches,"Apr 21, 2017",Horror,Not Rated,"$31,100","3,467"
Bamui haebyun-eoseo honja,"Mar 24, 2017",Drama,Not Rated,"$30,683","3,420"
Le fils de Joseph,"Jan 13, 2017",Drama,Not Rated,"$30,588","3,410"
Inxeba,"Aug 16, 2017",Drama,Not Rated,"$29,963","3,340"
Lemon,"Aug 18, 2017",Comedy,Not Rated,"$29,258","3,261"
Radio Dreams,"May 19, 2017",Comedy,Not Rated,"$27,836","3,103"
Aknyeo,"Jun 8, 2017",Action,Not Rated,"$27,741","3,092"
Ribbons,"Sep 22, 2017",Thriller/Suspense,Not Rated,"$26,872","2,995"
La Region Salvaje,"Jul 21, 2017",Drama,Not Rated,"$25,899","2,887"
The Edge of Seventeen,"Nov 18, 2016",Drama,R,"$24,847","2,770"
Simple Creature,"Jul 28, 2017",Thriller/Suspense,Not Rated,"$23,918","2,666"
The Transfiguration,"Apr 7, 2017",Drama,Not Rated,"$21,926","2,444"
Paradise Club,"Sep 8, 2017",Drama,R,"$21,923","2,444"
La Passion de Jeanne d’Arc,"Nov 24, 2017",Drama,Not Rated,"$21,877","2,438"
Massacre on Aisle 12,"Jan 27, 2017",Comedy,Not Rated,"$21,106","2,352"
A Beginner’s Guide to Snuff,"Jun 23, 2017",Black Comedy,Not Rated,"$21,031","2,344"
Man Underground,"Jul 14, 2017",Drama,Not Rated,"$20,907","2,330"
The Blackcoat’s Daughter,"Mar 31, 2017",Horror,R,"$20,435","2,278"
RV: Resurrected Victims,"Oct 20, 2017",Thriller/Suspense,Not Rated,"$20,371","2,271"
Better Watch Out,"Oct 6, 2017",Horror,R,"$20,369","2,270"
Slava,"Apr 12, 2017",Drama,Not Rated,"$19,608","2,185"
The Man From Outer Space,"Sep 8, 2017",Drama,Not Rated,"$18,709","2,085"
Eshtebak,"Jun 2, 2017",Drama,Not Rated,"$18,215","2,030"
Bad Grandmas,"Nov 3, 2017",Comedy,Not Rated,"$17,688","1,971"
Fuchi ni tatsu,"Jun 16, 2017",Drama,Not Rated,"$17,191","1,916"
Le Fidèle,"May 4, 2018",Drama,R,"$16,429","1,831"
Tiszta Szívvel,"Apr 28, 2016",Drama,Not Rated,"$15,856","1,767"
Paradise,"Oct 6, 2017",Drama,Not Rated,"$14,873","1,658"
Tiempo de morir,"Sep 15, 2017",Western,Not Rated,"$14,278","1,591"
xiu chun dao II: xiu luo zh…,"Jul 15, 2017",Action,Not Rated,"$14,204","1,583"
Brave New Jersey,"Aug 4, 2017",Comedy,Not Rated,"$14,105","1,572"
Abracadabra,"Aug 4, 2017",Comedy,R,"$13,975","1,558"
L'Économie du Couple,"Oct 14, 2016",Drama,Not Rated,"$13,621","1,518"
Jiao Zhu Chuan,"Aug 25, 2017",Action,Not Rated,"$13,588","1,514"
Qing mei zhu ma,"Mar 17, 2017",Drama,Not Rated,"$12,897","1,437"
Junction 48,"Mar 3, 2017",Multiple Genres,Not Rated,"$12,795","1,426"
Pasqualino Settebellezze,"Apr 14, 2017",Drama,R,"$11,962","1,333"
Porto,"Nov 17, 2017",Drama,Not Rated,"$11,763","1,311"
Rester Vertical,"Jan 20, 2017",Comedy,Not Rated,"$11,747","1,309"
Dead Awake,"May 12, 2017",Horror,Not Rated,"$11,528","1,285"
Sweet Virginia,"Nov 17, 2017",Thriller/Suspense,R,"$11,452","1,277"
Beside Bowie: The Mick Rons…,"Sep 1, 2017",Documentary,Not Rated,"$11,400","1,270"
Jours de France,"Aug 4, 2017",Drama,Not Rated,"$11,373","1,267"
Ve Si Sai Gon,"Feb 3, 2017",Action,Not Rated,"$11,314","1,261"
Permanent,"Dec 15, 2017",Comedy,PG-13,"$11,197","1,248"
Lovesong,"Feb 17, 2017",Drama,Not Rated,"$10,545","1,175"
Painted Woman,"Nov 10, 2017",Western,Not Rated,"$10,298","1,148"
The Fiancé,"Nov 11, 2016",Horror,Not Rated,"$9,866","1,099"
The Lucky Man,"Dec 21, 2017",Action,Not Rated,"$9,794","1,091"
The Daughter,"Mar 11, 2016",Drama,Not Rated,"$9,647","1,075"
Amnesia,"Jul 21, 2017",Drama,Not Rated,"$8,700",969
Félicité,"Jun 2, 2017",Drama,Not Rated,"$8,679",967
Remember the Goal,"Aug 26, 2016",Drama,PG,"$8,652",964
Tenemos La Carne,"Jan 13, 2017",Horror,Not Rated,"$8,438",940
Natasha,"Apr 28, 2017",Drama,Not Rated,"$8,325",928
From Nowhere,"Feb 17, 2017",Drama,Not Rated,"$8,109",904
La Chinoise,"Oct 12, 2007",Black Comedy,Not Rated,"$7,971",888
Travolti da un insolito des…,"Apr 14, 2017",Romantic Comedy,R,"$7,876",878
The Ballad of Lefty Brown,"Dec 15, 2017",Western,R,"$7,856",875
The Jazz Funeral,"Mar 10, 2017",Adventure,Not Rated,"$7,103",791
Miss Sloane,"Nov 25, 2016",Drama,R,"$6,969",776
Spices of Liberty,"Oct 24, 2016",Drama,PG,"$6,838",762
Sur quel pied danser,"Jul 14, 2017",Musical,Not Rated,"$6,660",742
The Fuzz,"Jul 21, 2017",Thriller/Suspense,Not Rated,"$6,176",688
Offret,"Nov 7, 2014",Drama,Not Rated,"$6,127",683
Arise from Darkness,"Jan 5, 2017",Horror,Not Rated,"$6,112",681
Suntan,"Mar 10, 2017",Romantic Comedy,Not Rated,"$5,954",663
The Vault,"Sep 1, 2017",Thriller/Suspense,Not Rated,"$5,728",638
Trespass Against Us,"Nov 11, 2016",Action,R,"$5,711",636
D’Ardennen,"Jan 6, 2017",Thriller/Suspense,Not Rated,"$5,638",628
No culpes al karma de lo qu…,"Nov 11, 2016",Comedy,R,"$5,614",626
Icaros: A Vision,"May 19, 2017",Drama,Not Rated,"$5,510",614
Scum,"Jun 16, 2017",Thriller/Suspense,R,"$5,405",602
Shot,"Sep 22, 2017",Drama,Not Rated,"$4,701",524
I Love You Both,"Jun 9, 2017",Comedy,Not Rated,"$4,661",519
A Boy Called Po,"Sep 1, 2017",Comedy,PG,"$4,550",507
Vengeance: A Love Story,"Sep 15, 2017",Action,Not Rated,"$4,526",504
Bad Lucky Goat,"Oct 13, 2017",Drama,Not Rated,"$4,253",474
My Father Die,"Jan 20, 2017",Action,Not Rated,"$4,252",474
Badsville,"Dec 1, 2017",Drama,Not Rated,"$4,153",462
Busanhaeng,"Jul 22, 2016",Horror,Not Rated,"$3,982",443
Ang Babaeng Humayo,"May 19, 2017",Drama,Not Rated,"$3,906",435
Pi Sheng Shang de Hun,"May 19, 2017",Drama,Not Rated,"$3,669",409
Who’s Crazy,"Mar 10, 2017",Drama,Not Rated,"$3,497",389
Speed Sisters,"Mar 25, 2016",Documentary,Not Rated,"$3,423",381
The Levelling,"Mar 24, 2017",Drama,R,"$3,040",338
New World Order,"Sep 23, 2016",Action,Not Rated,"$2,860",318
Sueño en otro idioma,"Jul 28, 2017",Drama,Not Rated,"$2,739",305
Take Me,"May 5, 2017",Comedy,Not Rated,"$2,583",287
Miles,"Jun 9, 2017",Drama,Not Rated,"$2,537",282
Shut In,"Nov 11, 2016",Thriller/Suspense,R,"$2,497",278
Red Christmas,"Aug 25, 2017",Horror,Not Rated,"$2,250",250
Thrill Ride,"Dec 1, 2017",Adventure,PG,"$2,226",248
Dayveon,"Sep 13, 2017",Drama,Not Rated,"$2,077",231
The Ghoul,"Aug 4, 2017",Thriller/Suspense,Not Rated,"$2,032",226
Detour,"Jan 20, 2017",Thriller/Suspense,R,"$1,788",199
The Romans,"May 27, 2016",Drama,Not Rated,"$1,689",188
The Greasy Strangler,"Oct 7, 2016",Thriller/Suspense,Not Rated,"$1,650",183
Never,"Aug 19, 2016",Drama,Not Rated,"$1,621",180
Der Wald vor lauter Bäumen,"Jan 27, 2017",Drama,Not Rated,"$1,410",157
La Battaglia di Algeri,"Jan 9, 2004",Drama,Not Rated,"$1,319",147
The Ghosts of Johnson Woods,"Dec 2, 2016",Horror,Not Rated,"$1,255",139
Le Gai Savoir,"Jul 28, 2017",Drama,Not Rated,"$1,149",128
Believe,"Dec 2, 2016",Drama,PG,$975,108
This Last Lonely Place,"Aug 12, 2016",Thriller/Suspense,Not Rated,$514,57
The Helsings,"May 26, 2017",Drama,Not Rated,$478,53
Mifune,"Feb 25, 2000",Drama,R,$398,44
Nightlights,"Aug 15, 2014",Drama,Not Rated,$159,17
Incredibles 2,"Sep 19, 2018",Adventure,PG,"$608,581,744","66,803,704"
Jumanji: Welcome to the Jungle,"Dec 20, 2017",Adventure,PG-13,"$235,506,359","25,851,411"
A Quiet Place,"Apr 6, 2018",Horror,PG-13,"$188,024,361","20,639,337"
Ralph Breaks The Internet,"Nov 21, 2018",Adventure,PG,"$187,152,693","20,543,654"
Hotel Transylvania 3: Summe…,"Jul 13, 2018",Adventure,PG,"$167,500,092","18,386,398"
Halloween,"Oct 26, 2018",Horror,R,"$159,341,510","17,490,835"
Ocean’s 8,"Jun 8, 2018",Comedy,PG-13,"$140,218,711","15,391,735"
Mamma Mia: Here We Go Again!,"Aug 8, 2018",Musical,PG-13,"$120,634,935","13,242,034"
Creed II,"Nov 21, 2018",Drama,PG-13,"$112,448,520","12,343,416"
Star Wars Ep. VIII: The Las…,"Dec 15, 2017",Adventure,PG-13,"$102,963,014","11,302,196"
Night School,"Sep 28, 2018",Comedy,PG-13,"$77,316,580","8,487,001"
The First Purge,"Jul 13, 2018",Horror,R,"$69,488,745","7,627,744"
Game Night,"Feb 23, 2018",Comedy,R,"$69,179,066","7,593,750"
Book Club,"May 18, 2018",Romantic Comedy,PG-13,"$68,566,296","7,526,487"
Skyscraper,"Jul 19, 2018",Action,PG,"$68,420,120","7,510,441"
Insidious: The Last Key,"Jan 5, 2018",Horror,PG-13,"$67,745,330","7,436,370"
Instant Family,"Nov 16, 2018",Comedy,PG-13,"$64,845,006","7,118,003"
Blockers,"May 24, 2018",Comedy,R,"$60,311,495","6,620,362"
Pacific Rim: Uprising,"Mar 23, 2018",Action,PG-13,"$59,874,525","6,572,396"
Life of the Party,"May 11, 2018",Comedy,PG-13,"$53,059,911","5,824,359"
The Predator,"Sep 14, 2018",Action,R,"$51,024,708","5,600,956"
Sicario: Day of the Soldado,"Jul 5, 2018",Action,R,"$50,065,850","5,495,702"
I Feel Pretty,"May 11, 2018",Comedy,PG-13,"$48,795,601","5,356,267"
The Shape of Water,"Dec 1, 2017",Drama,R,"$48,189,258","5,289,710"
Breaking In,"Jul 26, 2018",Thriller/Suspense,PG-13,"$46,840,590","5,141,667"
Den of Thieves,"Jan 19, 2018",Action,R,"$44,947,622","4,933,877"
Hereditary,"Jun 8, 2018",Horror,R,"$44,069,456","4,837,481"
Acrimony,"Mar 30, 2018",Thriller/Suspense,R,"$43,549,096","4,780,362"
Sherlock Gnomes,"Mar 23, 2018",Adventure,PG,"$43,242,871","4,746,748"
Truth or Dare,"Apr 20, 2018",Thriller/Suspense,PG-13,"$41,411,015","4,545,666"
The Commuter,"Jan 12, 2018",Action,PG-13,"$36,343,858","3,989,447"
Mile 22,"Sep 28, 2018",Action,R,"$36,108,758","3,963,639"
Alpha,"Sep 25, 2018",Adventure,PG-13,"$35,851,379","3,935,387"
Peppermint,"Sep 7, 2018",Action,R,"$35,418,723","3,887,894"
The Spy Who Dumped Me,"Oct 19, 2018",Comedy,R,"$33,562,069","3,684,091"
Second Act,"Dec 21, 2018",Comedy,PG-13,"$32,792,366","3,599,601"
Isle of Dogs,"Jul 20, 2018",Adventure,PG-13,"$32,015,231","3,514,295"
Nobody’s Fool,"Nov 2, 2018",Drama,R,"$31,713,110","3,481,132"
Super Troopers 2,"Apr 20, 2018",Comedy,R,"$30,617,396","3,360,856"
Three Billboards Outside Eb…,"Nov 10, 2017",Black Comedy,R,"$30,349,111","3,331,406"
Searching,"Sep 28, 2018",Thriller/Suspense,PG-13,"$26,015,149","2,855,669"
Overlord,"Nov 9, 2018",Action,R,"$21,704,844","2,382,530"
Proud Mary,"Jan 12, 2018",Action,R,"$20,868,638","2,290,739"
The Happytime Murders,"Aug 24, 2018",Black Comedy,R,"$20,706,452","2,272,936"
Phantom Thread,"May 26, 2018",Drama,R,"$20,670,365","2,268,975"
Escape Room,"Jan 4, 2019",Horror,PG-13,"$18,238,172","2,001,994"
Bad Times at the El Royale,"Oct 12, 2018",Thriller/Suspense,R,"$17,839,115","1,958,190"
Show Dogs,"May 18, 2018",Comedy,PG,"$17,744,685","1,947,824"
Lady Bird,"Nov 3, 2017",Drama,R,"$17,525,810","1,923,799"
Sorry to Bother You,"Jul 6, 2018",Black Comedy,R,"$17,493,096","1,920,208"
The Possession of Hannah Grace,"Nov 30, 2018",Horror,R,"$14,682,696","1,611,711"
Eighth Grade,"Jul 13, 2018",Drama,R,"$13,539,710","1,486,246"
Upgrade,"Nov 23, 2018",Thriller/Suspense,R,"$11,977,130","1,314,723"
Hell Fest,"Dec 7, 2018",Horror,R,"$11,107,431","1,219,257"
Tully,"May 4, 2018",Comedy,R,"$9,369,755","1,028,513"
Traffik,"Apr 20, 2018",Thriller/Suspense,R,"$9,186,156","1,008,360"
Unfriended: Dark Web,"Jul 20, 2018",Horror,R,"$8,866,745","973,298"
Early Man,"Apr 26, 2018",Adventure,PG,"$8,267,544","907,524"
The Wife,"Nov 23, 2018",Drama,R,"$8,206,930","900,870"
Unsane,"Mar 23, 2018",Thriller/Suspense,R,"$7,690,044","844,132"
Mid90s,"Oct 19, 2018",Drama,R,"$7,362,439","808,171"
Downsizing,"Dec 22, 2017",Comedy,R,"$7,289,080","800,119"
Dog Days,"Aug 8, 2018",Romantic Comedy,PG,"$6,809,080","747,429"
Hotel Artemis,"Jun 8, 2018",Thriller/Suspense,R,"$6,708,137","736,348"
The Hurricane Heist,"Mar 8, 2018",Thriller/Suspense,PG-13,"$6,115,824","671,330"
Leave No Trace,"Jun 29, 2018",Drama,PG,"$6,046,104","663,677"
God’s Not Dead: A Light in …,"Mar 30, 2018",Drama,PG,"$5,728,940","628,862"
Action Point,"Jun 1, 2018",Comedy,R,"$5,059,608","555,391"
Beirut,"Jul 27, 2018",Thriller/Suspense,R,"$5,019,226","550,957"
Gringo,"Mar 9, 2018",Black Comedy,R,"$4,969,853","545,538"
Father Figures,"Dec 22, 2017",Comedy,R,"$4,615,957","506,691"
Johnny English Strikes Again,"Nov 22, 2018",Comedy,PG,"$4,412,170","484,322"
Blindspotting,"Jul 20, 2018",Drama,R,"$4,333,394","475,674"
Ya Veremos,"Aug 31, 2018",Drama,PG-13,"$4,165,949","457,294"
Life Itself,"Sep 21, 2018",Drama,R,"$4,095,431","449,553"
Gosnell: The Trial of Ameri…,"Oct 12, 2018",Drama,PG-13,"$3,679,893","403,939"
First Reformed,"May 18, 2018",Thriller/Suspense,R,"$3,448,256","378,513"
Bad Samaritan,"May 4, 2018",Thriller/Suspense,R,"$3,424,744","375,932"
2001: A Space Odyssey,"Apr 2, 1968",Adventure,G,"$3,236,321","355,249"
Thoroughbreds,"Mar 9, 2018",Thriller/Suspense,R,"$3,072,605","337,278"
God Bless the Broken Road,"Sep 7, 2018",Drama,PG,"$2,846,258","312,432"
La Boda de Valentina,"Feb 9, 2018",Romantic Comedy,R,"$2,783,739","305,570"
Bharat Ane Nenu,"Apr 20, 2018",Thriller/Suspense,Not Rated,"$2,663,090","292,326"
Ben is Back,"Dec 7, 2018",Drama,R,"$2,511,840","275,723"
The Rider,"Apr 13, 2018",Drama,R,"$2,418,679","265,497"
Hearts Beat Loud,"Jun 8, 2018",Drama,PG-13,"$2,386,254","261,937"
Daddy’s Home 2,"Nov 10, 2017",Comedy,PG-13,"$2,238,062","245,671"
Puzzle,"Jul 27, 2018",Drama,R,"$2,031,242","222,968"
Una mujer fantástica,"Sep 1, 2017",Drama,R,"$2,019,554","221,685"
Assassination Nation,"Nov 23, 2018",Thriller/Suspense,R,"$2,005,142","220,103"
Tang Ren Jie Tan An 2,"Feb 16, 2018",Action,R,"$1,983,984","217,781"
Dunkirk,"Jul 21, 2017",Action,PG-13,"$1,695,119","186,072"
Race 3,"Jun 15, 2018",Action,Not Rated,"$1,690,861","185,604"
Manbiki kazoku,"Sep 28, 2018",Drama,R,"$1,646,805","180,768"
Hong Hai Xing Dong,"Feb 23, 2018",Action,Not Rated,"$1,543,547","169,434"
Finding Your Feet,"Mar 30, 2018",Comedy,PG-13,"$1,418,682","155,727"
The Seagull,"May 11, 2018",Drama,PG-13,"$1,252,960","137,536"
The Hows of Us,"Sep 7, 2018",Drama,Not Rated,"$1,246,444","136,821"
Maria by Callas,"Apr 26, 2018",Documentary,PG,"$1,230,392","135,059"
Mandy,"Sep 14, 2018",Thriller/Suspense,Not Rated,"$1,214,525","133,317"
Andhadhun,"Oct 5, 2018",Multiple Genres,Not Rated,"$1,193,049","130,960"
Lean on Pete,"Apr 6, 2018",Drama,R,"$1,163,056","127,668"
Raid,"Mar 16, 2018",Drama,Not Rated,"$1,010,385","110,909"
L’insulte,"Jan 12, 2018",Drama,R,"$1,000,038","109,773"
Tiger Zinda Hai,"Dec 22, 2017",Action,Not Rated,"$988,690","108,527"
The Miseducation of Cameron…,"Aug 3, 2018",Drama,Not Rated,"$905,111","99,353"
Un beau soleil intérieur,"Nov 17, 2017",Romantic Comedy,Not Rated,"$887,673","97,439"
The Cakemaker,"Oct 27, 2017",Drama,Not Rated,"$874,584","96,002"
Beast,"May 11, 2018",Drama,R,"$800,365","87,855"
The Party,"Oct 13, 2017",Drama,R,"$749,827","82,308"
Vox Lux,"Dec 7, 2018",Musical,R,"$727,119","79,815"
Mirai no Mirai,"Nov 29, 2018",Adventure,PG,"$722,601","79,319"
Zhuo yao ji 2,"Feb 16, 2018",Adventure,Not Rated,"$706,153","77,514"
Boundaries,"Jun 22, 2018",Drama,R,"$701,828","77,039"
Qian Ren 3: Yan Zhi Da Zuo …,"Dec 29, 2017",Romantic Comedy,Not Rated,"$656,871","72,104"
Foxtrot,"Mar 2, 2018",Drama,R,"$617,972","67,834"
The Florida Project,"Oct 6, 2017",Drama,R,"$607,067","66,637"
Nelyubov,"Jun 1, 2017",Drama,R,"$564,073","61,918"
Anna and the Apocalypse,"Nov 30, 2018",Musical,R,"$545,597","59,889"
Beetlejuice,"Mar 30, 1988",Comedy,PG,"$512,947","56,306"
Monsters and Men,"Sep 28, 2018",Drama,R,"$500,101","54,895"
Gongjak,"Aug 8, 2018",Drama,Not Rated,"$497,755","54,638"
Final Portrait,"Aug 18, 2017",Drama,R,"$460,859","50,588"
Condorito: La Pelicula,"Jan 12, 2018",Adventure,PG,"$447,719","49,146"
Elf,"Nov 7, 2003",Comedy,PG,"$442,073","48,526"
The Oath,"Oct 12, 2018",Black Comedy,R,"$401,464","44,068"
We The Animals,"Aug 17, 2018",Drama,R,"$400,746","43,989"
Get Out,"Feb 24, 2017",Horror,R,"$353,795","38,835"
Visages villages,"Oct 6, 2017",Documentary,PG,"$347,796","38,177"
Shine,"Oct 5, 2018",Drama,R,"$333,388","36,595"
Flower,"Mar 16, 2018",Drama,R,"$328,188","36,025"
Fang Hua,"Dec 15, 2017",Drama,Not Rated,"$312,241","34,274"
Damsel,"Jun 22, 2018",Western,R,"$305,136","33,494"
Huang Jin Xiong Di,"Sep 28, 2018",Action,Not Rated,"$285,795","31,371"
But Deliver Us From Evil,"Feb 9, 2018",Horror,Not Rated,"$285,169","31,302"
The Square,"Oct 27, 2017",Drama,R,"$278,921","30,617"
Kings,"Apr 27, 2018",Drama,R,"$274,320","30,111"
The Endless,"Apr 6, 2018",Thriller/Suspense,Not Rated,"$272,020","29,859"
Di Ren Jie Zhi Si Da Tian Wang,"Jul 27, 2018",Action,Not Rated,"$262,963","28,865"
